City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
254,fortuna,40.5982,-124.1573,16.66,90,0,4.63,US,1720575445
255,castillos,-34.1667,-53.8333,8.09,80,100,4.53,UY,1720575447
256,east london,-33.0153,27.9116,20.45,30,78,7.3,ZA,1720575448
257,susuman,62.7833,148.1667,20.0,39,4,3.58,RU,1720575449
258,kristiansund,63.1115,7.732,10.36,92,17,2.57,NO,1720575451
259,labytnangi,66.6572,66.4183,19.79,56,1,2.09,RU,1720575452
260,jaicos,-7.3592,-41.1378,22.72,54,2,2.51,BR,1720575453
261,tolanaro,-25.0319,46.9987,15.04,94,0,0.0,MG,1720575455
262,island harbour,50.724,-1.2758,16.2,67,50,1.79,GB,1720575456
263,mpigi,0.225,32.3136,16.94,88,100,0.94,UG,1720575457
264,nadym,65.5333,72.5167,16.6,55,97,4.71,RU,1720575459
265,iskateley,67.6803,53.1512,14.74,96,100,3.7,RU,1720575461
266,al 'amarah,31.8406,47.1396,36.05,16,0,2.55,IQ,1720575463
267,antofagasta,-23.65,-70.4,13.6,80,45,3.32,CL,1720575464
268,camiri,-20.05,-63.5167,4.78,67,0,1.15,BO,1720575465
269,mirzapur,25.15,82.5833,28.98,52,99,3.33,IN,1720575467
270,ongjin,37.9347,125.3619,23.6,84,97,2.42,KP,1720575468
271,haiku-pauwela,20.9219,-156.3051,28.47,63,20,12.35,US,1720575470
272,zadar,44.1197,15.2422,23.34,94,0,0.51,HR,1720575471
273,puerto penasco,31.3167,-113.5333,31.06,69,0,2.68,MX,1720575472
274,simanggang,1.2472,111.4528,24.99,94,40,0.0,MY,1720575474
275,dwarka,22.2394,68.9678,29.0,82,93,5.16,IN,1720575475
276,peniche,39.3558,-9.3811,20.6,98,100,3.46,PT,1720575476
277,sao tome,0.3365,6.7273,23.38,79,81,4.18,ST,1720575478
278,khovd,48.0056,91.6419,24.19,34,99,1.5,MN,1720575384
279,nemuro,43.3236,145.575,14.77,98,100,2.72,JP,1720575480
280,heves,47.6,20.2833,22.52,68,5,2.81,HU,1720575482
281,tazacorte,28.629,-17.9293,21.54,95,20,5.14,ES,1720575483
282,margaret river,-33.95,115.0667,12.63,74,76,9.94,AU,1720575484
283,malvan,16.0667,73.4667,25.9,85,100,2.66,IN,1720575486
284,yarmouth,41.7057,-70.2286,24.42,93,100,5.14,US,1720575487
285,ngaruawahia,-37.6674,175.1555,14.0,76,0,1.21,NZ,1720575489
286,goure,13.9835,10.2704,31.36,45,99,5.77,NE,1720575490
287,launceston,-41.45,147.1667,11.8,93,75,0.0,AU,1720574714
288,amos,48.5669,-78.1162,16.18,97,24,1.89,CA,1720575492
289,aswan,24.0934,32.907,30.61,28,0,2.57,EG,1720575494
290,ridder,50.355,83.5133,17.6,88,47,1.3,KZ,1720575495
291,gornopravdinsk,60.05,69.9,20.25,72,100,1.31,RU,1720575498
292,fort bragg,35.139,-79.006,30.08,79,100,1.34,US,1720575499
293,simi valley,34.2695,-118.7815,33.08,52,0,2.68,US,1720575241
294,san paolo,-23.5475,-46.6361,15.2,98,100,2.06,BR,1720575328
295,taulaga,-11.0553,-171.0883,28.02,76,24,7.28,AS,1720575503
296,opuwo,-18.0607,13.84,12.54,21,0,2.4,NA,1720575504
297,gizo,-8.103,156.8419,27.98,79,98,3.3,SB,1720575506
298,granada,37.25,-3.25,20.72,48,0,1.31,ES,1720575508
299,bluefields,12.0137,-83.7635,25.28,94,100,2.94,NI,1720575344
300,thunder bay,48.4001,-89.3168,24.99,60,20,2.06,CA,1720575511
301,zyryanovsk,49.7386,84.2719,17.13,86,55,0.56,KZ,1720575512
302,anadyr,64.75,177.4833,15.28,58,40,15.0,RU,1720575514
303,arua,3.0201,30.9111,17.93,89,91,0.62,UG,1720575515
304,marivan,35.5219,46.176,22.51,31,1,1.91,IR,1720575516
305,saulkrasti,57.2622,24.4147,13.97,73,34,2.84,LV,1720575518
306,poronaysk,49.2167,143.1167,12.35,93,100,2.17,RU,1720575519
307,pandan,14.0453,124.1694,30.23,68,100,1.07,PH,1720575520
308,puerto real,36.5282,-6.1901,21.09,88,0,0.0,ES,1720575522
309,seven pagodas,12.6264,80.1722,29.41,70,100,3.85,IN,1720575523
310,severnoye,56.3491,78.3619,19.61,68,41,2.04,RU,1720575526
311,orshanka,56.9161,47.8933,18.36,73,36,1.92,RU,1720575527
312,khilok,51.3674,110.4676,28.08,40,1,0.89,RU,1720575528
313,ta`u,-14.2336,-169.5144,25.81,79,98,13.26,AS,1720575530
314,williamson,30.6502,-97.6003,31.56,55,0,0.89,US,1720575532
315,lebu,-37.6167,-73.65,5.68,78,0,4.98,CL,1720575533
316,temryuk,45.2722,37.3811,26.12,36,100,6.73,RU,1720575535
317,el granada,37.5027,-122.4694,23.28,79,20,9.77,US,1720575536
318,kyshtovka,56.555,76.6271,19.16,79,36,2.05,RU,1720575537
319,hsinchu,24.8036,120.9686,32.16,65,46,1.79,TW,1720575384
320,pierre,44.3683,-100.351,31.51,39,0,0.0,US,1720575540
321,edmundston,47.3737,-68.3251,21.74,85,0,3.09,CA,1720575541
322,yuzhno-kurilsk,44.0306,145.8556,17.92,90,98,1.65,RU,1720575543
323,bengkulu,-3.8004,102.2655,26.37,84,65,1.26,ID,1720575544
324,choyr,46.3611,108.3611,24.89,41,74,2.67,MN,1720575545
325,altania,-23.8744,-53.9017,10.5,91,90,3.76,BR,1720575546
326,kanniyakumari,8.0833,77.5667,25.47,79,100,7.87,IN,1720575548
327,weno,7.4515,151.8468,31.97,84,75,2.06,FM,1720575549
328,nao me toque,-28.4592,-52.8208,4.7,96,100,3.82,BR,1720575550
329,beira,-19.8436,34.8389,14.05,88,0,2.57,MZ,1720575552
330,pertek,38.8663,39.3268,17.76,67,0,1.15,TR,1720575553
331,vedaraniyam,10.3667,79.85,29.05,79,100,5.03,IN,1720575554
332,castletown,53.0281,-9.0686,13.27,91,53,4.01,IE,1720575556
333,sault ste. marie,46.5168,-84.3333,21.31,78,0,2.57,CA,1720575557
334,westport,41.1415,-73.3579,26.9,81,0,2.57,US,1720575550
335,zuni pueblo,35.0725,-108.8506,33.35,11,1,3.23,US,1720575560
